In Cap,Out Cap,SW Freq,Frequency,Level
10,4.7,70000,2.64E+05,57.417
10,4.7,70000,2.66E+05,57.611
10,4.7,70000,2.69E+05,56.944
10,4.7,70000,2.71E+05,57.389
10,4.7,70000,2.74E+05,59.306
10,4.7,70000,2.76E+05,59.778
10,4.7,70000,2.79E+05,59.583
10,4.7,70000,2.81E+05,58.944
10,4.7,70000,2.84E+05,59.25
10,4.7,70000,2.86E+05,59.694
10,4.7,70000,2.89E+05,59.306
10,4.7,70000,2.93E+05,57
10,4.7,70000,2.95E+05,55.806
10,4.7,70000,2.98E+05,54.194
10,4.7,70000,3.01E+05,53.472
10,4.7,70000,3.03E+05,53.861
10,4.7,70000,3.06E+05,56.528
10,4.7,70000,3.10E+05,58.5
10,4.7,70000,3.13E+05,58.333
10,4.7,70000,3.15E+05,58
10,4.7,70000,3.18E+05,59.722
10,4.7,70000,3.22E+05,60.833
10,4.7,70000,3.25E+05,60.389
10,4.7,70000,3.29E+05,60.417
10,4.7,70000,3.30E+05,61.25
10,4.7,70000,3.34E+05,61.722
10,4.7,70000,3.37E+05,60.722
10,4.7,70000,3.40E+05,58.722
10,4.7,70000,3.44E+05,58.611
10,4.7,70000,3.47E+05,57.278
10,4.7,70000,3.51E+05,53.917
10,4.7,70000,3.54E+05,51
10,4.7,70000,3.57E+05,48.917
10,4.7,70000,3.61E+05,46.833
10,4.7,70000,3.64E+05,47.528
10,4.7,70000,3.68E+05,49.306
10,4.7,70000,3.71E+05,49.833
10,4.7,70000,3.74E+05,51.889
10,4.7,70000,3.78E+05,53.278
10,4.7,70000,3.81E+05,52.889
10,4.7,70000,3.86E+05,50.583
10,4.7,70000,3.90E+05,50.611
10,4.7,70000,3.93E+05,48.917
10,4.7,70000,3.97E+05,46.028
10,4.7,70000,4.00E+05,42.278
10,4.7,70000,4.05E+05,44.944
10,4.7,70000,4.08E+05,48.583
10,4.7,70000,4.12E+05,50.917
10,4.7,70000,4.15E+05,51.167
10,4.7,70000,4.20E+05,53.778
10,4.7,70000,4.24E+05,54.722
10,4.7,70000,4.29E+05,53.306
10,4.7,70000,4.32E+05,53.444
10,4.7,70000,4.36E+05,53.556
10,4.7,70000,4.41E+05,51.167
10,4.7,70000,4.44E+05,50.139
10,4.7,70000,4.49E+05,49.222
10,4.7,70000,4.53E+05,46.667
10,4.7,70000,4.58E+05,45.556
10,4.7,70000,4.63E+05,44.667
10,4.7,70000,4.66E+05,45.861
10,4.7,70000,4.71E+05,47.5
10,4.7,70000,4.75E+05,48.167
10,4.7,70000,4.80E+05,50.361
10,4.7,70000,4.85E+05,49.028
10,4.7,70000,4.90E+05,49.056
10,4.7,70000,4.93E+05,48.778
10,4.7,70000,4.99E+05,45.917
10,4.7,70000,5.04E+05,46
10,4.7,70000,5.09E+05,42.444
10,4.7,70000,5.14E+05,39.694
10,4.7,70000,5.17E+05,41.222
10,4.7,70000,5.22E+05,45.5
10,4.7,70000,5.27E+05,46.444
10,4.7,70000,5.33E+05,45.833
10,4.7,70000,5.38E+05,46.889
10,4.7,70000,5.43E+05,44.778
10,4.7,70000,5.48E+05,45.056
10,4.7,70000,5.53E+05,42.222
10,4.7,70000,5.60E+05,40.167
10,4.7,70000,5.65E+05,41.833
10,4.7,70000,5.70E+05,45.611
10,4.7,70000,5.75E+05,45.111
10,4.7,70000,5.80E+05,46.833
10,4.7,70000,5.87E+05,45.917
10,4.7,70000,5.92E+05,46.472
10,4.7,70000,5.97E+05,45.389
10,4.7,70000,6.04E+05,42.556
10,4.7,70000,6.09E+05,39.972
10,4.7,70000,6.16E+05,38.417
10,4.7,70000,6.21E+05,38.222
10,4.7,70000,6.26E+05,41.306
10,4.7,70000,6.33E+05,40.361
10,4.7,70000,6.40E+05,42.472
10,4.7,70000,6.45E+05,40.333
10,4.7,70000,6.52E+05,39.944
10,4.7,70000,6.57E+05,35.944
10,4.7,70000,6.63E+05,32.722
10,4.7,70000,6.70E+05,36.139
10,4.7,70000,6.77E+05,37.583
10,4.7,70000,6.84E+05,40.722
10,4.7,70000,6.89E+05,39.778
10,4.7,70000,6.96E+05,40.278
10,4.7,70000,7.03E+05,37.472
10,4.7,70000,7.09E+05,37.278
10,4.7,70000,7.16E+05,37.056
10,4.7,70000,7.23E+05,36.889
10,4.7,70000,7.30E+05,39.806
10,4.7,70000,7.37E+05,40.639
10,4.7,70000,7.43E+05,40.861
10,4.7,70000,7.52E+05,40.056
10,4.7,70000,7.59E+05,37.944
10,4.7,70000,7.65E+05,36.944
10,4.7,70000,7.74E+05,34.167
10,4.7,70000,7.81E+05,34.222
10,4.7,70000,7.88E+05,35.972
10,4.7,70000,7.96E+05,36.389
10,4.7,70000,8.03E+05,34.333
10,4.7,70000,8.11E+05,33.667
10,4.7,70000,8.18E+05,32.361
10,4.7,70000,8.27E+05,34.944
10,4.7,70000,8.35E+05,35.722
10,4.7,70000,8.42E+05,37.472
10,4.7,70000,8.50E+05,37.611
10,4.7,70000,8.59E+05,36.694
10,4.7,70000,8.67E+05,34.944
10,4.7,70000,8.76E+05,35.444
10,4.7,70000,8.83E+05,33.528
10,4.7,70000,8.91E+05,35.056
10,4.7,70000,9.00E+05,35.861
10,4.7,70000,9.10E+05,34.472
10,4.7,70000,9.18E+05,31.806
10,4.7,70000,9.27E+05,30.444
10,4.7,70000,9.35E+05,30.472
10,4.7,70000,9.44E+05,33.806
10,4.7,70000,9.54E+05,34.583
10,4.7,70000,9.63E+05,32.972
10,4.7,70000,9.71E+05,33.5
10,4.7,70000,9.81E+05,31.417
10,4.7,70000,9.90E+05,34.611
10,4.7,70000,1.00E+06,34.694
10,4.7,70000,1.50E+05,68.694
10,4.7,70000,1.52E+05,68.889
10,4.7,70000,1.53E+05,68.889
10,4.7,70000,1.55E+05,68.917
10,4.7,70000,1.55E+05,68.917
10,4.7,70000,1.57E+05,69.778
10,4.7,70000,1.59E+05,70.694
10,4.7,70000,1.60E+05,71.639
10,4.7,70000,1.62E+05,71.944
10,4.7,70000,1.64E+05,71.972
10,4.7,70000,1.65E+05,71.528
10,4.7,70000,1.67E+05,70.778
10,4.7,70000,1.69E+05,70.028
10,4.7,70000,1.70E+05,70.111
10,4.7,70000,1.72E+05,70.528
10,4.7,70000,1.74E+05,70.5
10,4.7,70000,1.76E+05,70.167
10,4.7,70000,1.77E+05,69.417
10,4.7,70000,1.79E+05,68.194
10,4.7,70000,1.81E+05,67.222
10,4.7,70000,1.82E+05,66.583
10,4.7,70000,1.84E+05,66.75
10,4.7,70000,1.86E+05,66.75
10,4.7,70000,1.87E+05,66.139
10,4.7,70000,1.89E+05,65.139
10,4.7,70000,1.91E+05,63.889
10,4.7,70000,1.93E+05,62.528
10,4.7,70000,1.94E+05,61.583
10,4.7,70000,1.96E+05,61
10,4.7,70000,1.98E+05,60.361
10,4.7,70000,1.99E+05,59.333
10,4.7,70000,2.01E+05,59.028
10,4.7,70000,2.03E+05,58.861
10,4.7,70000,2.06E+05,59.833
10,4.7,70000,2.08E+05,60.556
10,4.7,70000,2.10E+05,60.639
10,4.7,70000,2.11E+05,60.639
10,4.7,70000,2.13E+05,60.861
10,4.7,70000,2.16E+05,62.694
10,4.7,70000,2.18E+05,63.222
10,4.7,70000,2.20E+05,63.222
10,4.7,70000,2.21E+05,62.944
10,4.7,70000,2.23E+05,62.083
10,4.7,70000,2.27E+05,60.306
10,4.7,70000,2.28E+05,60.694
10,4.7,70000,2.30E+05,60.917
10,4.7,70000,2.33E+05,60.417
10,4.7,70000,2.35E+05,59.528
10,4.7,70000,2.37E+05,58.639
10,4.7,70000,2.40E+05,59.528
10,4.7,70000,2.42E+05,59.667
10,4.7,70000,2.44E+05,59.639
10,4.7,70000,2.47E+05,58.083
10,4.7,70000,2.49E+05,57.306
10,4.7,70000,2.50E+05,57.639
10,4.7,70000,2.54E+05,58.139
10,4.7,70000,2.55E+05,57.861
10,4.7,70000,2.59E+05,56.583
10,4.7,70000,2.61E+05,56.556
10,4.7,70000,2.64E+05,57.694
10,4.7,70000,2.66E+05,57.75
10,4.7,70000,2.69E+05,57.056
10,4.7,70000,2.71E+05,57.611
10,4.7,70000,2.74E+05,59.417
10,4.7,70000,2.76E+05,59.722
10,4.7,70000,2.79E+05,59.389
10,4.7,70000,2.81E+05,58.833
10,4.7,70000,2.84E+05,59.333
10,4.7,70000,2.86E+05,59.722
10,4.7,70000,2.89E+05,59.306
10,4.7,70000,2.93E+05,56.889
10,4.7,70000,2.95E+05,55.722
10,4.7,70000,2.98E+05,54.222
10,4.7,70000,3.01E+05,53.639
10,4.7,70000,3.03E+05,53.944
10,4.7,70000,3.06E+05,56.722
10,4.7,70000,3.10E+05,58.306
10,4.7,70000,3.13E+05,58.222
10,4.7,70000,3.15E+05,58.028
10,4.7,70000,3.18E+05,59.778
10,4.7,70000,3.22E+05,60.722
10,4.7,70000,3.25E+05,60.139
10,4.7,70000,3.29E+05,60.472
10,4.7,70000,3.30E+05,61.278
10,4.7,70000,3.34E+05,61.722
10,4.7,70000,3.37E+05,60.389
10,4.7,70000,3.40E+05,58.667
10,4.7,70000,3.44E+05,58.611
10,4.7,70000,3.47E+05,57.333
10,4.7,70000,3.51E+05,53.694
10,4.7,70000,3.54E+05,50.944
10,4.7,70000,3.57E+05,48.667
10,4.7,70000,3.61E+05,46.694
10,4.7,70000,3.64E+05,47.972
10,4.7,70000,3.68E+05,49.556
10,4.7,70000,3.71E+05,49.917
10,4.7,70000,3.74E+05,52.139
10,4.7,70000,3.78E+05,53.444
10,4.7,70000,3.81E+05,52.972
10,4.7,70000,3.86E+05,50.889
10,4.7,70000,3.90E+05,50.556
10,4.7,70000,3.93E+05,48.722
10,4.7,70000,3.97E+05,46.333
10,4.7,70000,4.00E+05,42.667
10,4.7,70000,4.05E+05,45.722
10,4.7,70000,4.08E+05,49.111
10,4.7,70000,4.12E+05,51.028
10,4.7,70000,4.15E+05,51.167
10,4.7,70000,4.20E+05,54.111
10,4.7,70000,4.24E+05,54.917
10,4.7,70000,4.29E+05,53.444
10,4.7,70000,4.32E+05,53.778
10,4.7,70000,4.36E+05,53.889
10,4.7,70000,4.41E+05,51.194
10,4.7,70000,4.44E+05,50.222
10,4.7,70000,4.49E+05,48.917
10,4.7,70000,4.53E+05,46.667
10,4.7,70000,4.58E+05,45.333
10,4.7,70000,4.63E+05,44.194
10,4.7,70000,4.66E+05,45.972
10,4.7,70000,4.71E+05,47.139
10,4.7,70000,4.75E+05,48.139
10,4.7,70000,4.80E+05,50.278
10,4.7,70000,4.85E+05,48.75
10,4.7,70000,4.90E+05,48.722
10,4.7,70000,4.93E+05,48.25
10,4.7,70000,4.99E+05,45.278
10,4.7,70000,5.04E+05,44.639
10,4.7,70000,5.09E+05,41.667
10,4.7,70000,5.14E+05,39.028
10,4.7,70000,5.17E+05,41.083
10,4.7,70000,5.22E+05,45.556
10,4.7,70000,5.27E+05,46.056
10,4.7,70000,5.33E+05,46.167
10,4.7,70000,5.38E+05,46.889
10,4.7,70000,5.43E+05,45
10,4.7,70000,5.48E+05,45.278
10,4.7,70000,5.53E+05,42.444
10,4.7,70000,5.60E+05,39.75
10,4.7,70000,5.65E+05,42.167
10,4.7,70000,5.70E+05,45.833
10,4.7,70000,5.75E+05,45.222
10,4.7,70000,5.80E+05,47.056
10,4.7,70000,5.87E+05,45.944
10,4.7,70000,5.92E+05,46.833
10,4.7,70000,5.97E+05,45.5
10,4.7,70000,6.04E+05,42.972
10,4.7,70000,6.09E+05,40.056
10,4.7,70000,6.16E+05,38.722
10,4.7,70000,6.21E+05,38.944
10,4.7,70000,6.26E+05,40.833
10,4.7,70000,6.33E+05,40.556
10,4.7,70000,6.40E+05,42.056
10,4.7,70000,6.45E+05,39.833
10,4.7,70000,6.52E+05,39.667
10,4.7,70000,6.57E+05,35.389
10,4.7,70000,6.63E+05,33.167
10,4.7,70000,6.70E+05,35.889
10,4.7,70000,6.77E+05,37.722
10,4.7,70000,6.84E+05,40.5
10,4.7,70000,6.89E+05,39.444
10,4.7,70000,6.96E+05,40.833
10,4.7,70000,7.03E+05,38.472
10,4.7,70000,7.09E+05,37.083
10,4.7,70000,7.16E+05,37.028
10,4.7,70000,7.23E+05,36.944
10,4.7,70000,7.30E+05,39.722
10,4.7,70000,7.37E+05,40.167
10,4.7,70000,7.43E+05,40.611
10,4.7,70000,7.52E+05,39.944
10,4.7,70000,7.59E+05,37.25
10,4.7,70000,7.65E+05,36.222
10,4.7,70000,7.74E+05,33.917
10,4.7,70000,7.81E+05,35.361
10,4.7,70000,7.88E+05,36
10,4.7,70000,7.96E+05,36.583
10,4.7,70000,8.03E+05,35.111
10,4.7,70000,8.11E+05,33.917
10,4.7,70000,8.18E+05,33.417
10,4.7,70000,8.27E+05,34.972
10,4.7,70000,8.35E+05,36.361
10,4.7,70000,8.42E+05,37.944
10,4.7,70000,8.50E+05,38.056
10,4.7,70000,8.59E+05,36.75
10,4.7,70000,8.67E+05,35.611
10,4.7,70000,8.76E+05,34.917
10,4.7,70000,8.83E+05,32.722
10,4.7,70000,8.91E+05,33.889
10,4.7,70000,9.00E+05,34.639
10,4.7,70000,9.10E+05,34.194
10,4.7,70000,9.18E+05,32.333
10,4.7,70000,9.27E+05,31.083
10,4.7,70000,9.35E+05,30.806
10,4.7,70000,9.44E+05,34.25
10,4.7,70000,9.54E+05,34.694
10,4.7,70000,9.63E+05,33.861
10,4.7,70000,9.71E+05,32.694
10,4.7,70000,9.81E+05,31.417
10,4.7,70000,9.90E+05,34.389
10,4.7,70000,1.00E+06,35.139
20,4.7,70000,1.50E+05,60.361
20,4.7,70000,1.52E+05,60.75
20,4.7,70000,1.53E+05,60.972
20,4.7,70000,1.55E+05,60.889
20,4.7,70000,1.55E+05,60.889
20,4.7,70000,1.57E+05,60.611
20,4.7,70000,1.59E+05,60.333
20,4.7,70000,1.60E+05,60.472
20,4.7,70000,1.62E+05,60.444
20,4.7,70000,1.64E+05,60
20,4.7,70000,1.65E+05,59.417
20,4.7,70000,1.67E+05,59.056
20,4.7,70000,1.69E+05,59
20,4.7,70000,1.70E+05,58.889
20,4.7,70000,1.72E+05,58.417
20,4.7,70000,1.74E+05,57.944
20,4.7,70000,1.76E+05,57.528
20,4.7,70000,1.77E+05,57.194
20,4.7,70000,1.79E+05,56.667
20,4.7,70000,1.81E+05,55.972
20,4.7,70000,1.82E+05,55.25
20,4.7,70000,1.84E+05,54.639
20,4.7,70000,1.86E+05,53.667
20,4.7,70000,1.87E+05,53.944
20,4.7,70000,1.89E+05,53.417
20,4.7,70000,1.91E+05,52.972
20,4.7,70000,1.93E+05,52.528
20,4.7,70000,1.94E+05,53.417
20,4.7,70000,1.96E+05,53.611
20,4.7,70000,1.98E+05,53.806
20,4.7,70000,1.99E+05,54.056
20,4.7,70000,2.01E+05,53.944
20,4.7,70000,2.03E+05,53.611
20,4.7,70000,2.06E+05,51.611
20,4.7,70000,2.08E+05,51.972
20,4.7,70000,2.10E+05,53.194
20,4.7,70000,2.11E+05,54.417
20,4.7,70000,2.13E+05,55.583
20,4.7,70000,2.16E+05,57.722
20,4.7,70000,2.18E+05,58.194
20,4.7,70000,2.20E+05,58.417
20,4.7,70000,2.21E+05,58.611
20,4.7,70000,2.23E+05,59
20,4.7,70000,2.27E+05,59.389
20,4.7,70000,2.28E+05,59.194
20,4.7,70000,2.30E+05,59
20,4.7,70000,2.33E+05,58.972
20,4.7,70000,2.35E+05,58.639
20,4.7,70000,2.37E+05,58.083
20,4.7,70000,2.40E+05,56.25
20,4.7,70000,2.42E+05,55.5
20,4.7,70000,2.44E+05,54.528
20,4.7,70000,2.47E+05,51.306
20,4.7,70000,2.49E+05,49.194
20,4.7,70000,2.50E+05,47.167
20,4.7,70000,2.54E+05,43.639
20,4.7,70000,2.55E+05,43.722
20,4.7,70000,2.59E+05,46.139
20,4.7,70000,2.61E+05,47.222
20,4.7,70000,2.64E+05,49.139
20,4.7,70000,2.66E+05,49.472
20,4.7,70000,2.69E+05,48.722
20,4.7,70000,2.71E+05,47.778
20,4.7,70000,2.74E+05,46.361
20,4.7,70000,2.76E+05,46.222
20,4.7,70000,2.79E+05,46.75
20,4.7,70000,2.81E+05,47.167
20,4.7,70000,2.84E+05,48.25
20,4.7,70000,2.86E+05,49.694
20,4.7,70000,2.89E+05,51.5
20,4.7,70000,2.93E+05,52.528
20,4.7,70000,2.95E+05,53.25
20,4.7,70000,2.98E+05,54.25
20,4.7,70000,3.01E+05,53.944
20,4.7,70000,3.03E+05,53.75
20,4.7,70000,3.06E+05,53.667
20,4.7,70000,3.10E+05,52.833
20,4.7,70000,3.13E+05,52.056
20,4.7,70000,3.15E+05,51.833
20,4.7,70000,3.18E+05,51.417
20,4.7,70000,3.22E+05,51.5
20,4.7,70000,3.25E+05,50.611
20,4.7,70000,3.29E+05,49.028
20,4.7,70000,3.30E+05,48.722
20,4.7,70000,3.34E+05,47.556
20,4.7,70000,3.37E+05,46.444
20,4.7,70000,3.40E+05,45.694
20,4.7,70000,3.44E+05,45.25
20,4.7,70000,3.47E+05,44.944
20,4.7,70000,3.51E+05,44.028
20,4.7,70000,3.54E+05,44.694
20,4.7,70000,3.57E+05,44.5
20,4.7,70000,3.61E+05,45.167
20,4.7,70000,3.64E+05,45.722
20,4.7,70000,3.68E+05,46.389
20,4.7,70000,3.71E+05,46.472
20,4.7,70000,3.74E+05,46
20,4.7,70000,3.78E+05,46.056
20,4.7,70000,3.81E+05,46.361
20,4.7,70000,3.86E+05,47.611
20,4.7,70000,3.90E+05,47.806
20,4.7,70000,3.93E+05,48.5
20,4.7,70000,3.97E+05,48.389
20,4.7,70000,4.00E+05,47.722
20,4.7,70000,4.05E+05,47.028
20,4.7,70000,4.08E+05,45.389
20,4.7,70000,4.12E+05,44.583
20,4.7,70000,4.15E+05,42.389
20,4.7,70000,4.20E+05,39.806
20,4.7,70000,4.24E+05,37.333
20,4.7,70000,4.29E+05,35.278
20,4.7,70000,4.32E+05,34.528
20,4.7,70000,4.36E+05,35.139
20,4.7,70000,4.41E+05,36.083
20,4.7,70000,4.44E+05,37.056
20,4.7,70000,4.49E+05,38.222
20,4.7,70000,4.53E+05,38.861
20,4.7,70000,4.58E+05,41.028
20,4.7,70000,4.63E+05,42.889
20,4.7,70000,4.66E+05,44.25
20,4.7,70000,4.71E+05,44.333
20,4.7,70000,4.75E+05,44.5
20,4.7,70000,4.80E+05,42.5
20,4.7,70000,4.85E+05,40.944
20,4.7,70000,4.90E+05,38.056
20,4.7,70000,4.93E+05,35.778
20,4.7,70000,4.99E+05,32.139
20,4.7,70000,5.04E+05,31.194
20,4.7,70000,5.09E+05,30.639
20,4.7,70000,5.14E+05,31.278
20,4.7,70000,5.17E+05,34.056
20,4.7,70000,5.22E+05,36.639
20,4.7,70000,5.27E+05,37.694
20,4.7,70000,5.33E+05,38.472
20,4.7,70000,5.38E+05,38.167
20,4.7,70000,5.43E+05,38.694
20,4.7,70000,5.48E+05,39.083
20,4.7,70000,5.53E+05,38.639
20,4.7,70000,5.60E+05,36.778
20,4.7,70000,5.65E+05,36
20,4.7,70000,5.70E+05,35.861
20,4.7,70000,5.75E+05,35.75
20,4.7,70000,5.80E+05,34.306
20,4.7,70000,5.87E+05,33.167
20,4.7,70000,5.92E+05,33.528
20,4.7,70000,5.97E+05,35.083
20,4.7,70000,6.04E+05,36.222
20,4.7,70000,6.09E+05,35.694
20,4.7,70000,6.16E+05,34.5
20,4.7,70000,6.21E+05,31.472
20,4.7,70000,6.26E+05,30.833
20,4.7,70000,6.33E+05,33.444
20,4.7,70000,6.40E+05,33.833
20,4.7,70000,6.45E+05,34.472
20,4.7,70000,6.52E+05,33.333
20,4.7,70000,6.57E+05,32.389
20,4.7,70000,6.63E+05,31.694
20,4.7,70000,6.70E+05,30.667
20,4.7,70000,6.77E+05,32.056
20,4.7,70000,6.84E+05,30.917
20,4.7,70000,6.89E+05,31.972
20,4.7,70000,6.96E+05,32.361
20,4.7,70000,7.03E+05,31.194
20,4.7,70000,7.09E+05,31.722
20,4.7,70000,7.16E+05,29.472
20,4.7,70000,7.23E+05,29.167
20,4.7,70000,7.30E+05,27.667
20,4.7,70000,7.37E+05,28.278
20,4.7,70000,7.43E+05,28.556
20,4.7,70000,7.52E+05,27.417
20,4.7,70000,7.59E+05,27.722
20,4.7,70000,7.65E+05,29.861
20,4.7,70000,7.74E+05,30.778
20,4.7,70000,7.81E+05,31.778
20,4.7,70000,7.88E+05,28.611
20,4.7,70000,7.96E+05,28.889
20,4.7,70000,8.03E+05,29.444
20,4.7,70000,8.11E+05,28.278
20,4.7,70000,8.18E+05,29.583
20,4.7,70000,8.27E+05,27.889
20,4.7,70000,8.35E+05,28.889
20,4.7,70000,8.42E+05,29.833
20,4.7,70000,8.50E+05,29.056
20,4.7,70000,8.59E+05,29.528
20,4.7,70000,8.67E+05,28.722
20,4.7,70000,8.76E+05,29.5
20,4.7,70000,8.83E+05,29.806
20,4.7,70000,8.91E+05,29.417
20,4.7,70000,9.00E+05,28.472
20,4.7,70000,9.10E+05,28.639
20,4.7,70000,9.18E+05,28.028
20,4.7,70000,9.27E+05,28.25
20,4.7,70000,9.35E+05,30.056
20,4.7,70000,9.44E+05,29.333
20,4.7,70000,9.54E+05,29.083
20,4.7,70000,9.63E+05,28.444
20,4.7,70000,9.71E+05,27.806
20,4.7,70000,9.81E+05,28.944
20,4.7,70000,9.90E+05,28.25
20,4.7,70000,1.00E+06,28.639
24.7,4.7,70000,1.50E+05,61.306
24.7,4.7,70000,1.52E+05,61.056
24.7,4.7,70000,1.53E+05,60.972
24.7,4.7,70000,1.55E+05,60.889
24.7,4.7,70000,1.55E+05,60.889
24.7,4.7,70000,1.57E+05,60.778
24.7,4.7,70000,1.59E+05,60.472
24.7,4.7,70000,1.60E+05,60.139
24.7,4.7,70000,1.62E+05,60.028
24.7,4.7,70000,1.64E+05,59.722
24.7,4.7,70000,1.65E+05,59.306
24.7,4.7,70000,1.67E+05,59.083
24.7,4.7,70000,1.69E+05,58.444
24.7,4.7,70000,1.70E+05,57.444
24.7,4.7,70000,1.72E+05,56.194
24.7,4.7,70000,1.74E+05,55.444
24.7,4.7,70000,1.76E+05,54.972
24.7,4.7,70000,1.77E+05,54.472
24.7,4.7,70000,1.79E+05,54.944
24.7,4.7,70000,1.81E+05,55.083
24.7,4.7,70000,1.82E+05,55.028
24.7,4.7,70000,1.84E+05,54.889
24.7,4.7,70000,1.86E+05,54.389
24.7,4.7,70000,1.87E+05,53.972
24.7,4.7,70000,1.89E+05,52.972
24.7,4.7,70000,1.91E+05,51.833
24.7,4.7,70000,1.93E+05,51.361
24.7,4.7,70000,1.94E+05,51.583
24.7,4.7,70000,1.96E+05,51.861
24.7,4.7,70000,1.98E+05,52.389
24.7,4.7,70000,1.99E+05,52.806
24.7,4.7,70000,2.01E+05,53.472
24.7,4.7,70000,2.03E+05,53.528
24.7,4.7,70000,2.06E+05,53.25
24.7,4.7,70000,2.08E+05,52.417
24.7,4.7,70000,2.10E+05,52
24.7,4.7,70000,2.11E+05,51.556
24.7,4.7,70000,2.13E+05,51.028
24.7,4.7,70000,2.16E+05,51.306
24.7,4.7,70000,2.18E+05,52.028
24.7,4.7,70000,2.20E+05,52.889
24.7,4.7,70000,2.21E+05,54.139
24.7,4.7,70000,2.23E+05,55.083
24.7,4.7,70000,2.27E+05,55.778
24.7,4.7,70000,2.28E+05,55.944
24.7,4.7,70000,2.30E+05,56.167
24.7,4.7,70000,2.33E+05,56.222
24.7,4.7,70000,2.35E+05,56.25
24.7,4.7,70000,2.37E+05,56.306
24.7,4.7,70000,2.40E+05,55.778
24.7,4.7,70000,2.42E+05,54.917
24.7,4.7,70000,2.44E+05,54.222
24.7,4.7,70000,2.47E+05,51.944
24.7,4.7,70000,2.49E+05,50.611
24.7,4.7,70000,2.50E+05,50.889
24.7,4.7,70000,2.54E+05,50.778
24.7,4.7,70000,2.55E+05,50.278
24.7,4.7,70000,2.59E+05,49.444
24.7,4.7,70000,2.61E+05,48.972
24.7,4.7,70000,2.64E+05,49.417
24.7,4.7,70000,2.66E+05,49.583
24.7,4.7,70000,2.69E+05,49.167
24.7,4.7,70000,2.71E+05,49.083
24.7,4.7,70000,2.74E+05,48.028
24.7,4.7,70000,2.76E+05,47.639
24.7,4.7,70000,2.79E+05,46.278
24.7,4.7,70000,2.81E+05,45.917
24.7,4.7,70000,2.84E+05,47.111
24.7,4.7,70000,2.86E+05,47.806
24.7,4.7,70000,2.89E+05,48.944
24.7,4.7,70000,2.93E+05,49.667
24.7,4.7,70000,2.95E+05,49.972
24.7,4.7,70000,2.98E+05,50.5
24.7,4.7,70000,3.01E+05,51.333
24.7,4.7,70000,3.03E+05,51.5
24.7,4.7,70000,3.06E+05,51.611
24.7,4.7,70000,3.10E+05,51.389
24.7,4.7,70000,3.13E+05,50.778
24.7,4.7,70000,3.15E+05,50.278
24.7,4.7,70000,3.18E+05,49.444
24.7,4.7,70000,3.22E+05,48.222
24.7,4.7,70000,3.25E+05,45.722
24.7,4.7,70000,3.29E+05,45.778
24.7,4.7,70000,3.30E+05,46.472
24.7,4.7,70000,3.34E+05,46.25
24.7,4.7,70000,3.37E+05,45.528
24.7,4.7,70000,3.40E+05,44.056
24.7,4.7,70000,3.44E+05,43.556
24.7,4.7,70000,3.47E+05,43.083
24.7,4.7,70000,3.51E+05,42.583
24.7,4.7,70000,3.54E+05,43.528
24.7,4.7,70000,3.57E+05,43.806
24.7,4.7,70000,3.61E+05,44.444
24.7,4.7,70000,3.64E+05,44.861
24.7,4.7,70000,3.68E+05,44.75
24.7,4.7,70000,3.71E+05,44.639
24.7,4.7,70000,3.74E+05,44.528
24.7,4.7,70000,3.78E+05,44.694
24.7,4.7,70000,3.81E+05,45.028
24.7,4.7,70000,3.86E+05,45.694
24.7,4.7,70000,3.90E+05,45.722
24.7,4.7,70000,3.93E+05,45
24.7,4.7,70000,3.97E+05,43.444
24.7,4.7,70000,4.00E+05,42
24.7,4.7,70000,4.05E+05,39.889
24.7,4.7,70000,4.08E+05,38.639
24.7,4.7,70000,4.12E+05,39.278
24.7,4.7,70000,4.15E+05,39.25
24.7,4.7,70000,4.20E+05,39.722
24.7,4.7,70000,4.24E+05,39.167
24.7,4.7,70000,4.29E+05,39.694
24.7,4.7,70000,4.32E+05,39.472
24.7,4.7,70000,4.36E+05,39.25
24.7,4.7,70000,4.41E+05,38.722
24.7,4.7,70000,4.44E+05,38.722
24.7,4.7,70000,4.49E+05,39.694
24.7,4.7,70000,4.53E+05,39.861
24.7,4.7,70000,4.58E+05,39.5
24.7,4.7,70000,4.63E+05,38.917
24.7,4.7,70000,4.66E+05,38.194
24.7,4.7,70000,4.71E+05,37.056
24.7,4.7,70000,4.75E+05,35.5
24.7,4.7,70000,4.80E+05,34.056
24.7,4.7,70000,4.85E+05,35.111
24.7,4.7,70000,4.90E+05,34.639
24.7,4.7,70000,4.93E+05,35
24.7,4.7,70000,4.99E+05,34.889
24.7,4.7,70000,5.04E+05,35.278
24.7,4.7,70000,5.09E+05,36.028
24.7,4.7,70000,5.14E+05,35.667
24.7,4.7,70000,5.17E+05,35.889
24.7,4.7,70000,5.22E+05,35.778
24.7,4.7,70000,5.27E+05,35.444
24.7,4.7,70000,5.33E+05,34.917
24.7,4.7,70000,5.38E+05,33.722
24.7,4.7,70000,5.43E+05,33.528
24.7,4.7,70000,5.48E+05,32.389
24.7,4.7,70000,5.53E+05,34.083
24.7,4.7,70000,5.60E+05,32.583
24.7,4.7,70000,5.65E+05,32.639
24.7,4.7,70000,5.70E+05,34.028
24.7,4.7,70000,5.75E+05,33.056
24.7,4.7,70000,5.80E+05,33.278
24.7,4.7,70000,5.87E+05,31.833
